,ID,name,address,website,opening_hours,lat,lon,rating,phone,social,Персонал,Время ожидания,Банкомат,Расположение,Ипотека,Кредит,График работы,Ремонт,load_time
10,sberbank/1000034619,СберБанк,"ул. Татищева, 62, Екатеринбург",,"'mon': выходной, 'tue': выходной, 'wed': выходной, 'thu': выходной, 'fri': выходной, 'sat': выходной, 'sun': выходной, ",56.836229,60.556907,"4,5",['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://vk.com/sberbank']",90,66,43,88,,,,,2024-08-05 00:36:18
11,sberbank/1245241432,СберБанк,"ул. Амундсена, 65, Екатеринбург",,"'mon': 09:00-19:00, 'tue': 09:00-19:00, 'wed': 09:00-19:00, 'thu': 09:00-19:00, 'fri': 09:00-19:00, 'sat': 09:30-17:00, 'sun': выходной, ",56.795850,60.580946,"4,6",['8 (800) 555-55-50Показать телефон'],"['https://ok.ru/sberbank', 'https://t.me/sberbank', 'https://vk.com/sberbank']",73,65,,100,,,,,2024-08-05 00:36:18
12,sberbank/1616878275,СберБанк,"просп. Космонавтов, 47Д, Екатеринбург",,"'mon': 09:30-19:00, 'tue': 09:30-19:00, 'wed': 09:30-19:00, 'thu': 09:30-19:00, 'fri': 09:30-19:00, 'sat': 10:00-15:00, 'sun': выходной, ",56.903194,60.612934,"4,7",['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://vk.com/sberbank']",85,64,73,100,73,67,77,,2024-08-05 00:36:18
13,sberbank/1037972638,СберБанк,"ул. Тверитина, 34, Екатеринбург",,"'mon': выходной, 'tue': выходной, 'wed': выходной, 'thu': выходной, 'fri': выходной, 'sat': выходной, 'sun': выходной, ",56.822937,60.626347,"4,6",['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://vk.com/sberbank']",82,71,88,86,80,68,,,2024-08-05 00:36:18
14,sberbank/1180298214,СберБанк,"ул. 8 Марта, 171, Екатеринбург",,"'mon': 09:00-18:30, 'tue': 09:00-18:30, 'wed': 09:00-18:30, 'thu': 09:30-18:30, 'fri': 09:00-18:30, 'sat': выходной, 'sun': выходной, ",56.804214,60.612701,"4,4",['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://vk.com/sberbank']",85,81,80,87,,,,,2024-08-05 00:36:18
15,sberbank/105145847307,СберБанк,"ул. Бориса Ельцина, 3, Екатеринбург",,"'mon': 10:00-19:00, 'tue': 10:00-19:00, 'wed': 10:00-19:00, 'thu': 10:00-19:00, 'fri': 10:00-19:00, 'sat': 10:00-19:00, 'sun': выходной, ",56.844894,60.591437,"4,6",['8 (800) 555-55-50Показать телефон'],"['https://ok.ru/sberbank', 'https://vk.com/sberbank']",81,62,,93,63,54,,,2024-08-05 00:36:18
16,sberbank/1208656977,СберБанк,"просп. Ленина, 48, Екатеринбург",,"'mon': 09:30-20:00, 'tue': 09:30-20:00, 'wed': 09:30-20:00, 'thu': 09:30-20:00, 'fri': 09:30-20:00, 'sat': 10:00-17:00, 'sun': выходной, ",56.839700,60.619169,"4,2",['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://t.me/sberbank', 'https://vk.com/sberbank']",81,67,69,,,,,,2024-08-05 00:36:18
17,sberbank/189193847238,СберБанк,"ул. Щербакова, 20, Екатеринбург",,"'mon': 09:00-18:30, 'tue': 09:00-18:30, 'wed': 09:00-18:30, 'thu': 09:00-18:30, 'fri': 09:00-18:30, 'sat': 09:30-15:30, 'sun': выходной, ",56.782593,60.655263,"4,6",['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://vk.com/sberbank']",86,67,71,50,,,,,2024-08-05 00:36:18
18,sberbank/1259681159,СберБанк,"ул. Хохрякова, 72, Екатеринбург",www.sberbank.ru,"'mon': 10:00-19:00, 'tue': 10:00-19:00, 'wed': 10:00-19:00, 'thu': 10:00-19:30, 'fri': 10:00-19:00, 'sat': выходной, 'sun': выходной, ",56.827976,60.593971,"4,4",['8 (800) 555-55-50Показать телефон'],"['https://ok.ru/sberbank', 'https://t.me/sberbank', 'https://vk.com/sberbank']",81,59,52,100,,,,,2024-08-05 00:36:18
19,sberbank/133925953559,СберБанк,"ул. Щорса, 109, Екатеринбург",,"'mon': 10:00-19:00, 'tue': 10:00-19:00, 'wed': 10:00-19:00, 'thu': 10:00-19:00, 'fri': 10:00-19:00, 'sat': выходной, 'sun': выходной, ",56.806870,60.597565,"4,7",['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://vk.com/sberbank']",89,68,68,91,,,58,,2024-08-05 00:36:18
20,sberbank/1107919480,СберБанк,"ул. Белинского, 171, Екатеринбург",,"'mon': 09:30-19:00, 'tue': 09:30-19:00, 'wed': 09:30-19:00, 'thu': 09:30-19:00, 'fri': 09:30-19:00, 'sat': 10:00-16:00, 'sun': выходной, ",56.798902,60.632545,"4,4",['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://t.me/sberbank', 'https://vk.com/sberbank']",81,62,64,87,,,,,2024-08-05 00:36:18
21,sberbank/1034974431,СберБанк,"Мельковская ул., 2Б, Екатеринбург",,"'mon': 09:30-18:30, 'tue': 09:30-18:30, 'wed': 09:30-18:30, 'thu': 09:30-18:30, 'fri': 09:30-18:30, 'sat': 09:30-16:00, 'sun': выходной, ",56.850423,60.602371,"4,4",['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://t.me/sberbank', 'https://vk.com/sberbank']",85,69,73,95,,,,,2024-08-05 00:36:18
22,sberbank/1173066309,СберБанк,"ул. Бебеля, 166, Екатеринбург",,"'mon': 09:00-19:00, 'tue': 09:00-19:00, 'wed': 09:00-19:00, 'thu': 09:00-19:00, 'fri': 09:00-19:00, 'sat': 09:00-16:00, 'sun': 09:00-14:00, ",56.871119,60.550591,"4,6",['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://vk.com/sber']",82,60,56,83,,,58,71,2024-08-05 00:36:18
23,sberbank/1262202580,СберБанк,"ул. 8 Марта, 61, Екатеринбург",,"'mon': 09:00-19:30, 'tue': 09:00-19:30, 'wed': 09:00-19:30, 'thu': 09:00-19:30, 'fri': 09:00-19:30, 'sat': выходной, 'sun': выходной, ",56.820174,60.606233,"4,5",['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://vk.com/sberbank']",78,71,,,,,,,2024-08-05 00:36:18
24,sberbank/1060361750,СберБанк,"Уральская ул., 75, Екатеринбург",,"'mon': 09:00-20:00, 'tue': 09:00-20:00, 'wed': 09:00-20:00, 'thu': 09:00-20:00, 'fri': 09:00-20:00, 'sat': 09:30-17:00, 'sun': выходной, ",56.853725,60.638061,"4,5",['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://t.me/sberbank', 'https://vk.com/sberbank']",79,54,35,91,,,53,,2024-08-05 00:36:18
25,sberbank/1105627355,СберБанк,"Билимбаевская ул., 31, корп. 1, Екатеринбург",,"'mon': 09:30-19:00, 'tue': 09:30-19:00, 'wed': 09:30-19:00, 'thu': 09:30-19:00, 'fri': 09:30-19:00, 'sat': выходной, 'sun': выходной, ",56.882939,60.510132,"4,5",['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://vk.com/sberbank']",83,57,39,76,,,,,2024-08-05 00:36:18
26,sberbank/1232049438,СберБанк,"Окружная ул., 8, Екатеринбург",,"'mon': 09:30-18:30, 'tue': 09:30-18:30, 'wed': 09:30-18:30, 'thu': 09:30-18:30, 'fri': 09:30-18:30, 'sat': выходной, 'sun': выходной, ",56.756503,60.604831,"4,4",['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://vk.com/sberbank']",92,74,57,100,,,42,,2024-08-05 00:36:18
27,sberbank/1148235401,СберБанк,"ул. Победы, 34, Екатеринбург",,"'mon': 09:00-19:30, 'tue': 09:00-19:30, 'wed': 09:00-19:30, 'thu': 09:00-19:30, 'fri': 09:00-19:30, 'sat': 09:30-17:00, 'sun': выходной, ",56.898766,60.601149,"4,5",['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://t.me/sberbank', 'https://vk.com/sberbank']",81,58,50,69,,,83,,2024-08-05 00:36:18
28,sberbank/1108571081,СберБанк,"Опалихинская ул., 15, Екатеринбург",,"'mon': 09:00-19:00, 'tue': 09:00-19:00, 'wed': 09:00-19:00, 'thu': 09:00-19:00, 'fri': 09:00-19:00, 'sat': выходной, 'sun': выходной, ",56.848656,60.564443,"4,4",['8 (800) 555-55-50Показать телефон'],"['https://ok.ru/sberbank', 'https://vk.com/sberbank']",81,58,47,100,,,,,2024-08-05 00:36:18
29,sberbank/1063456888,СберБанк,"Ясная ул., 4, Екатеринбург",,"'mon': выходной, 'tue': выходной, 'wed': выходной, 'thu': выходной, 'fri': выходной, 'sat': выходной, 'sun': выходной, ",56.816075,60.584359,"4,3",['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://vk.com/sberbank']",81,83,60,,,,,,2024-08-05 00:36:18
30,sberbank/1553033960,СберБанк,"Техническая ул., 32, Екатеринбург",,"'mon': 09:00-19:00, 'tue': 09:00-19:00, 'wed': 09:00-19:00, 'thu': 09:00-19:00, 'fri': 09:00-19:00, 'sat': 10:30-15:30, 'sun': выходной, ",56.866436,60.533856,"4,6",['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://vk.com/sberbank']",88,60,51,86,,,,,2024-08-05 00:36:18
31,sberbank/216776712786,СберБанк,"Бисертская ул., 26, Екатеринбург",,"'mon': выходной, 'tue': 09:30-19:00, 'wed': 09:30-19:00, 'thu': 09:30-19:00, 'fri': 09:30-19:00, 'sat': 09:30-16:00, 'sun': выходной, ",56.745019,60.615099,"4,6",['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://vk.com/sberbank']",94,95,,91,,,,,2024-08-05 00:36:18
32,sberbank/1210892820,СберБанк,"ул. Луначарского, 40, Екатеринбург",,"'mon': 09:00-18:00, 'tue': 09:00-18:00, 'wed': 09:00-18:00, 'thu': 09:00-18:00, 'fri': 09:00-18:00, 'sat': выходной, 'sun': выходной, ",56.852450,60.615440,"4,3",['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://t.me/sberbank', 'https://vk.com/sberbank']",77,57,12,100,,,,,2024-08-05 00:36:18
33,sberbank/1344937490,СберБанк,"Сиреневый бул., 2, Екатеринбург",,"'mon': 09:00-20:00, 'tue': 09:00-20:00, 'wed': 09:00-20:00, 'thu': 09:00-20:00, 'fri': 09:00-20:00, 'sat': 09:30-17:30, 'sun': 11:00-15:00, ",56.834531,60.682886,"4,5",['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://t.me/sberbank', 'https://vk.com/sberbank']",79,67,60,100,,,,,2024-08-05 00:36:18
34,sberbank/99623827355,СберБанк,"Техническая ул., 63, Екатеринбург",,"'mon': 10:00-19:00, 'tue': 10:00-19:00, 'wed': 10:00-19:00, 'thu': 10:00-19:00, 'fri': 10:00-19:00, 'sat': 10:00-16:00, 'sun': выходной, ",56.869004,60.522977,"4,7",['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://vk.com/sberbank']",84,68,91,,,,,,2024-08-05 00:36:18
35,sberbank/1099413159,СберБанк,"ул. Гагарина, 35Б, Екатеринбург",www.sberbank.com,"'mon': 09:30-18:30, 'tue': 09:30-18:30, 'wed': 09:30-18:30, 'thu': 09:30-18:30, 'fri': 09:30-18:30, 'sat': выходной, 'sun': выходной, ",56.841860,60.646300,"4,5",['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://vk.com/sberbank']",84,65,65,,,,,,2024-08-05 00:36:18
36,sberbank/71804584176,СберБанк,"ул. Амундсена, 58, корп. 1, Екатеринбург",,"'mon': 09:00-18:30, 'tue': 09:00-18:30, 'wed': 09:00-18:30, 'thu': 09:00-18:30, 'fri': 09:00-18:30, 'sat': выходной, 'sun': выходной, ",56.798887,60.579741,"4,4",['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://t.me/sberbank', 'https://vk.com/sberbank']",85,69,37,80,,,,,2024-08-05 00:36:18
37,sberbank/159973554104,СберБанк,"просп. Космонавтов, 23А, Екатеринбург",,"'mon': 09:00-19:00, 'tue': 09:00-19:00, 'wed': 09:00-19:00, 'thu': 09:00-19:00, 'fri': 09:00-19:00, 'sat': 10:00-15:00, 'sun': выходной, ",56.888702,60.612620,"4,6",['8 (800) 555-55-50Показать телефон'],"['https://ok.ru/sberbank', 'https://vk.com/sberbank']",81,74,,100,,,,,2024-08-05 00:36:18
38,sberbank/155564736643,СберБанк,"Боровая ул., 19, Екатеринбург",,"'mon': 09:30-19:00, 'tue': 09:30-19:00, 'wed': 09:30-19:00, 'thu': 09:30-19:00, 'fri': 09:30-19:00, 'sat': 09:30-14:30, 'sun': выходной, ",56.861584,60.646361,"4,7",['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://vk.com/sberbank']",93,69,74,100,,,55,,2024-08-05 00:36:18
39,sberbank/176365901232,СберБанк,"ул. Академика Шварца, 14, Екатеринбург",,"'mon': 10:00-19:00, 'tue': 10:00-19:00, 'wed': 10:00-19:00, 'thu': 10:00-19:00, 'fri': 10:00-19:00, 'sat': выходной, 'sun': выходной, ",56.795476,60.624640,"4,3",['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://vk.com/sberbank']",83,50,,,,,,,2024-08-05 00:36:18
40,sberbank/1008033357,СберБанк,"ул. Черняховского, 43, Екатеринбург",,"'mon': 09:00-19:00, 'tue': 09:00-19:00, 'wed': 09:00-19:00, 'thu': 09:00-19:00, 'fri': 09:00-19:00, 'sat': выходной, 'sun': выходной, ",56.753311,60.706368,"4,6",['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://vk.com/sberbank']",93,73,43,100,,,67,,2024-08-05 00:36:18
41,sberbank/93330341415,СберБанк,"ул. Красных Командиров, 29, Екатеринбург",,"'mon': 10:00-19:00, 'tue': 10:00-19:00, 'wed': 10:00-19:00, 'thu': 10:00-19:00, 'fri': 10:00-19:00, 'sat': выходной, 'sun': выходной, ",56.897847,60.628539,"4,6",['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://vk.com/sber']",83,67,52,91,,,,,2024-08-05 00:36:18
42,sberbank/1113515372,СберБанк,"Родонитовая ул., 18Б, Екатеринбург",,"'mon': 09:30-19:00, 'tue': 09:30-19:00, 'wed': 09:30-19:00, 'thu': 09:30-19:00, 'fri': 09:30-19:00, 'sat': выходной, 'sun': выходной, ",56.792247,60.623930,"4,5",['8 (800) 555-55-50Показать телефон'],['https://vk.com/sberbank'],81,76,40,100,,,,,2024-08-05 00:36:18
43,sberbank/226053094585,СберБанк,"Донбасская ул., 19, жилой район Уралмаш, Екатеринбург",,"'mon': 09:00-18:30, 'tue': 09:00-18:30, 'wed': 09:00-18:30, 'thu': 09:00-18:30, 'fri': 09:00-18:30, 'sat': выходной, 'sun': выходной, ",56.889606,60.567291,"4,2",['8 (800) 555-55-50Показать телефон'],['https://vk.com/sberbank'],,,,,,,,,2024-08-05 00:36:18
44,sberbank/1166970114,СберБанк,"ул. Малышева, 114, Екатеринбург",,"'mon': 09:00-18:00, 'tue': 09:00-18:00, 'wed': 09:00-18:00, 'thu': 09:00-18:00, 'fri': 09:00-18:00, 'sat': выходной, 'sun': выходной, ",56.837017,60.630272,"4,4",['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://vk.com/sberbank']",86,70,73,,,,,,2024-08-05 00:36:18
45,sberbank/217553776722,СберБанк,"Инженерная ул., 45, Екатеринбург",,"'mon': 09:30-18:30, 'tue': 09:30-18:30, 'wed': 09:30-18:30, 'thu': 09:30-18:30, 'fri': 09:30-18:30, 'sat': выходной, 'sun': выходной, ",56.757495,60.706089,"4,6",['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sber', 'https://t.me/sberbank', 'https://vk.com/sber']",86,67,76,,,,,,2024-08-05 00:36:18
46,sberbank/159029923665,СберБанк,"ул. Бебеля, 138, Екатеринбург",,"'mon': 10:00-19:00, 'tue': 10:00-19:00, 'wed': 10:00-19:00, 'thu': 10:00-19:00, 'fri': 10:00-19:00, 'sat': выходной, 'sun': выходной, ",56.861934,60.551553,"4,4",['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://vk.com/sberbank']",87,70,25,94,,,,,2024-08-05 00:36:18
47,sberbank/1013777267,СберБанк,"ул. Софьи Ковалевской, 1, Екатеринбург",,"'mon': 09:00-19:00, 'tue': 09:00-19:00, 'wed': 09:00-19:00, 'thu': 09:00-19:00, 'fri': 09:00-19:00, 'sat': выходной, 'sun': выходной, ",56.841059,60.655677,"4,4",['8 (800) 555-55-50Показать телефон'],"['https://ok.ru/sber', 'https://t.me/sberbank', 'https://vk.com/sber']",80,64,47,92,,,9,,2024-08-05 00:36:18
48,sberbank/1011725565,СберБанк,"ул. 8 Марта, 99, Екатеринбург",,"'mon': 09:00-19:00, 'tue': 09:00-19:00, 'wed': 09:00-19:00, 'thu': 09:00-19:00, 'fri': 09:00-19:00, 'sat': 10:00-14:00, 'sun': выходной, ",56.813597,60.608928,"4,2",['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://vk.com/sberbank']",84,35,14,,,,,,2024-08-05 00:36:18
49,sberbank/82565956244,СберБанк,"Июльская ул., 21, Екатеринбург",,"'mon': 09:30-18:30, 'tue': 09:30-18:30, 'wed': 09:30-18:30, 'thu': 09:30-18:30, 'fri': 09:30-18:30, 'sat': выходной, 'sun': выходной, ",56.858981,60.640657,"4,6",['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://t.me/sberbank', 'https://vk.com/sberbank']",89,64,75,,,,,100,2024-08-05 00:36:18
50,sberbank/1075145681,СберБанк,"ул. Бахчиванджи, 14, Екатеринбург",,"'mon': 09:00-19:00, 'tue': 09:00-19:00, 'wed': 09:00-19:00, 'thu': 09:00-19:00, 'fri': 09:00-19:00, 'sat': 09:30-15:00, 'sun': выходной, ",56.759020,60.818909,"4,7",['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://vk.com/sberbank']",89,58,40,,,,,,2024-08-05 00:36:18
51,sberbank/1017583236,СберБанк,"ул. Блюхера, 59, Екатеринбург",,"'mon': 09:30-18:30, 'tue': 09:30-18:30, 'wed': 09:30-18:30, 'thu': 09:30-18:30, 'fri': 09:30-18:30, 'sat': выходной, 'sun': выходной, ",56.856560,60.650017,"4,1",['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://t.me/sberbank', 'https://vk.com/sberbank']",77,48,8,,,,5,,2024-08-05 00:36:18
52,sberbank/1169971264,СберБанк,"Красноармейская ул., 3, Верхняя Пышма",,"'mon': 09:00-18:30, 'tue': 09:00-18:30, 'wed': 09:00-18:30, 'thu': 09:00-18:30, 'fri': 09:00-18:30, 'sat': 10:00-16:00, 'sun': выходной, ",56.968214,60.581664,"4,3",['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://vk.com/sberbank']",90,58,9,,,,8,,2024-08-05 00:36:18
53,sberbank/39823245362,СберБанк,"просп. Орджоникидзе, 20, Екатеринбург",,"'mon': 09:00-19:00, 'tue': 09:00-19:00, 'wed': 09:00-19:00, 'thu': 09:00-19:00, 'fri': 09:00-19:00, 'sat': выходной, 'sun': выходной, ",56.895767,60.589955,"4,5",['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://vk.com/sberbank']",89,79,67,93,,,,,2024-08-05 00:36:18
54,sberbank/1001365247,СберБанк,"ул. Куйбышева, 145, Екатеринбург",,"'mon': 09:30-18:30, 'tue': 09:30-18:30, 'wed': 09:30-18:30, 'thu': 09:30-18:30, 'fri': 09:30-18:30, 'sat': выходной, 'sun': выходной, ",56.830359,60.642632,"4,4",['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://vk.com/sberbank']",93,52,53,92,,,,,2024-08-05 00:36:18
55,sberbank/1080278902,СберБанк,"ул. Баумана, 49, Екатеринбург",,"'mon': 09:00-19:00, 'tue': 09:00-19:00, 'wed': 09:00-19:00, 'thu': 09:00-19:00, 'fri': 09:00-19:00, 'sat': выходной, 'sun': выходной, ",56.896416,60.639390,"4,7",['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://vk.com/sberbank']",92,65,69,95,,,63,,2024-08-05 00:36:18
56,sberbank/29999320507,СберБанк,"Успенский просп., 125, Верхняя Пышма",,"'mon': 09:00-19:00, 'tue': 09:00-19:00, 'wed': 09:00-19:00, 'thu': 09:00-19:00, 'fri': 09:00-19:00, 'sat': 09:00-15:30, 'sun': выходной, ",56.980135,60.547393,"4,7",['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://vk.com/sberbank']",87,64,67,100,,,82,,2024-08-05 00:36:18
57,sberbank/238091994590,СберБанк,"ул. Героев Труда, 25, Берёзовский",,"'mon': 09:30-18:30, 'tue': 09:30-18:30, 'wed': 09:30-18:30, 'thu': 09:30-18:30, 'fri': 09:30-18:30, 'sat': выходной, 'sun': выходной, ",56.896868,60.741546,"4,7",['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://vk.com/sberbank']",95,82,60,100,,,,,2024-08-05 00:36:18
58,sberbank/1252998322,СберБанк,"ул. 1 Мая, 75А, Арамиль",,"'mon': 09:00-18:30, 'tue': 09:00-18:30, 'wed': 09:00-18:30, 'thu': 09:00-18:30, 'fri': 09:00-18:30, 'sat': 09:00-14:30, 'sun': выходной, ",56.688290,60.838887,"4,7",['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://vk.com/sberbank']",79,45,61,87,,,64,,2024-08-05 00:36:18
59,sberbank/191354046312,СберБанк,"ул. Калинина, 31А, Екатеринбург",,"'mon': 09:00-19:00, 'tue': 09:00-19:00, 'wed': 09:00-19:00, 'thu': 09:00-19:00, 'fri': 09:00-19:00, 'sat': выходной, 'sun': выходной, ",56.893216,60.597018,"4,4",['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://t.me/sberbank', 'https://vk.com/sberbank']",85,75,42,,,,,80,2024-08-05 00:36:18
60,sberbank/1347543128,СберБанк,"просп. Ленина, 79А, Екатеринбург",,"'mon': 09:30-18:30, 'tue': 09:30-18:30, 'wed': 09:30-18:30, 'thu': 09:30-18:30, 'fri': 09:30-18:30, 'sat': выходной, 'sun': выходной, ",56.841473,60.628268,"4,3",['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://vk.com/sberbank']",79,59,,,,,,,2024-08-05 00:36:18
